,Valid,Name,Affiliation,Email Domain,Citation Count,ID,Paper Count,h-index,i10-index,g-index,scoquality,recentness,score
12,+,HV Poor,"Dean of Engineering and Applied Science, Princeton University",princeton.edu,24637.0,id_Dq93mOUAAAAJ,445.0,34.0,113.0,58.0,0.04544588693261816,0.6596426055871839,35.2544246259901
13,+,Yingxu Wang,"Professor of Cognitive Computing &amp; Software Science, University of Calgary, Canada",ucalgary.ca,8388.0,id_gRVQjskAAAAJ,475.0,23.0,80.0,33.0,0.04485713101801651,0.6411533430424996,34.300523703025796
14,+,Nicola Maffulli,"Professor of Sport and Exercise Medicine, Consultant Trauma and Orthopaedic Surgeon",keele.ac.uk,16690.0,id_m9vjm0wAAAAJ,465.0,37.0,150.0,47.0,0.044683855259459684,0.6803164305573944,36.25001429084271
15,+,Qingfu Zhang,"Professor of Computer Science and mathematics, Essex University",essex.ac.uk,5850.0,id_nhL9PHwAAAAJ,1465.0,13.0,36.0,25.0,0.0439083794040607,0.7174076790679201,38.06580292359904
16,+,Guido Kroemer,Paris Descartes University,igr.fr,77013.0,id_OU05Q_MAAAAJ,328.0,49.0,148.0,97.0,0.04311564187820584,0.6677307295114525,35.54231856948292
17,+,Lev Dudko,Lomonosov Moscow State University Skobeltsyn Institute of Nuclear Physics,sinp.msu.ru,16411.0,id_zEQGLhoAAAAJ,321.0,42.0,157.0,73.0,0.04217314850287689,0.6872248907718786,36.469901963737776
18,+,Andreas Warburton,McGill University,physics.mcgill.ca,30188.0,id_HI4OwhYAAAAJ,377.0,42.0,135.0,77.0,0.04136504228862083,0.6962716006884682,36.88183214885445
19,+,Sandro De Cecco,Universite D. Diderot Paris7 &amp; LPNHE Paris,lpnhe.in2p3.fr,13585.0,id_775UehEAAAAJ,440.0,43.0,135.0,71.0,0.04083182781000154,0.7188241493446313,37.982798857731645
20,-,Swagatam Das,"Electronics and Communication Sciences Unit, Indian Statistical Institute, Kolkata",,4905.0,id_L8XYpAwAAAAJ,751.0,17.0,48.0,34.0,0.036271623131699036,0.6994121276314048,36.7841875381552
21,+,Satnam Singh,"Professor of Reconfigurable Systems, University of Birmingham",cs.bham.ac.uk,9714.0,id_q_czEj0AAAAJ,1050.0,19.0,49.0,28.0,0.035336221000762384,0.7058758109360519,37.06060159684071
22,+,John PA Ioannidis,"Professor of Medicine, Stanford University (previously at U Ioannina, Greece)",stanford.edu,34407.0,id_A9e6sPYAAAAJ,281.0,39.0,112.0,81.0,0.034984359126337884,0.6590772408314577,34.70307999788978
23,-,Leida Chen,"Associate Professor of Business Intelligence &amp; Analytics, Creighton University",,5812.0,id_OGlJtigAAAAJ,1169.0,14.0,21.0,21.0,0.033989401855495815,0.7044750695088045,36.923223568215015
24,+,Bodhitha Jayatilaka,Duke University,fnal.gov,9520.0,id_zjNNC58AAAAJ,276.0,40.0,110.0,62.0,0.032922537023417936,0.6588587845889051,34.589066080616156
25,+,Jian Zhang,"University of Technology, Sydney, Australia",uts.edu.au,8489.0,id_qrNPFTQAAAAJ,611.0,18.0,43.0,40.0,0.03227453949739128,0.6668953528399312,34.95849461686612
26,+,Rob Ivison,"IfA and UK ATC, Royal Observatory Edinburgh",roe.ac.uk,23638.0,id_ASAI6foAAAAJ,288.0,38.0,114.0,58.0,0.031388388222846744,0.6857830795710315,35.8585733896939
27,+,Wil van der Aalst,Eindhoven University of Technology,tue.nl,35730.0,id_aSZYyxIAAAAJ,292.0,33.0,91.0,51.0,0.031273216573950324,0.6397578445650735,33.55155305695119
28,+,Elio Riboli,"Professor of Cancer Epidemiology, Imperial College London ",imperial.ac.uk,27996.0,id_nRvdl64AAAAJ,250.0,32.0,104.0,61.0,0.03102412969638984,0.6775228121276314,35.427347091201064
29,+,Ajith Abraham,Machine Intelligence Research Labs (MIR Labs),ieee.org,8171.0,id_i95DGLQAAAAJ,476.0,23.0,59.0,40.0,0.030351731199666717,0.6543970342910101,34.237438274533844
30,+,Ligang He,"Associate Professor of Computer Science, University of Warwick, United Kingdom",warwick.ac.uk,8583.0,id_g3lthZYAAAAJ,879.0,20.0,48.0,34.0,0.03022182955740244,0.6984046074407521,36.431321849907725
31,+,Hugen Yan,IBM TJ Watson Research Center,us.ibm.com,7434.0,id_OG0JzcUAAAAJ,939.0,15.0,34.0,26.0,0.02925255962622575,0.7010260823513836,36.51393209888047
32,+,Zidong Wang,"Professor, Chair of Dynamical Systems and Computing, Brunel University, UK",brunel.ac.uk,10041.0,id_Bbz0jRUAAAAJ,229.0,35.0,90.0,52.0,0.028666176220590762,0.6568052959089105,34.27357360647506
33,+,Philippe Froguel,"Imperial College London, CNRS",imperial.ac.uk,44976.0,id_hYzT7KcAAAAJ,248.0,38.0,91.0,70.0,0.028120622719078836,0.6576354296306104,34.28780261748446
34,+,Licheng Jiao,"Professor, Xidian University, Xi&#39;an, China",ieee.org,10210.0,id_cYR4SfIAAAAJ,600.0,17.0,31.0,26.0,0.02775283485335742,0.6598147491063153,34.37837919798364
35,+,Albert JR Heck,"Biomolecular Mass Spectrometry and Proteomics, Bijvoet Center and Utrecht Institute for",uu.nl,11223.0,id_JDmqil8AAAAJ,246.0,30.0,85.0,44.0,0.027718871901499454,0.6509480471335893,33.93334595175444
36,+,Zhengyou Zhang,Principal Researcher/Research Manager,microsoft.com,19587.0,id_Ll-b-IwAAAAJ,290.0,18.0,58.0,23.0,0.02749358367428559,0.6462704620680524,33.68820228711689
37,+,&#1589;&#1604;&#1575;&#1581; &#1575;&#1576;&#1608; &#1575;&#1587;&#1593;&#1583;,"instructuer of math, kfu",kfu.edu.sa,22273.0,id_VduYF-UAAAAJ,269.0,29.0,85.0,51.0,0.027235957062294026,0.6519529458493314,33.95944514558127
38,+,Rui L. Reis,"Professor of Tissue Engineering, Regenerative Medicine and Stem Cells, 3B&#39;s, University of  &hellip;",dep.uminho.pt,9824.0,id_t_jZzN4AAAAJ,299.0,24.0,79.0,34.0,0.027157672261652367,0.6796636833046472,35.34106777831498
39,+,Hugh Possingham,"Professor, University of Queensland",uq.edu.au,15378.0,id_9-veEp8AAAAJ,250.0,30.0,84.0,48.0,0.02673485017686584,0.6643228121276314,34.55288311522486
40,+,Vincenzo Di Marzo,Consiglio nazionale delle Ricerche,icmib.na.cnr.it,34222.0,id_2N1ZIl0AAAAJ,232.0,30.0,90.0,48.0,0.026684902846970542,0.650336369654442,33.85106362507063
41,+,Sergio Tufik,"Professor titular do Departamento de Psicobiologia, Universidade Federal de Sï¿½o Paulo",unifesp.br,8531.0,id_Cup35-EAAAAJ,484.0,18.0,58.0,22.0,0.02652025212432771,0.6679465642790944,34.7233408201711
42,+,L Hanzo,"Chair of Telecommunications, University of Southampton",ecs.soton.ac.uk,15059.0,id_p0jnEW0AAAAJ,446.0,14.0,34.0,21.0,0.026254891163001767,0.6596862968356945,34.29705939993481
43,-,Elson Longo,"Professor Quï¿½mica, Universidade Estadual Paulista",,12043.0,id_OHmp6A4AAAAJ,319.0,21.0,65.0,29.0,0.025852286037793718,0.6277375082748577,32.67948971563258
44,+,Asantha Cooray,"University of California, Irvine",uci.edu,7490.0,id_JdPtbhEAAAAJ,270.0,28.0,89.0,43.0,0.025548515103133,0.6915966370978421,35.857257610048755
45,+,Bruce Yabsley,University of Sydney,physics.usyd.edu.au,15640.0,id_D0SJGwoAAAAJ,246.0,31.0,81.0,54.0,0.02554706390664508,0.6971480471335894,36.13475555201172
46,+,Alberto Lusiani,"researcher, Scuola Normale Superiore of Pisa, Italy",sns.it,24933.0,id_xwUC-YAAAAAJ,248.0,27.0,84.0,44.0,0.025331027078363027,0.6312354296306104,32.828322835448674
47,+,Berrie Giebels,"Laboratoire Leprince-Ringuet, Ecole polytechnique, CNRS/IN2P3",in2p3.fr,12060.0,id_Q0LxuhIAAAAJ,168.0,42.0,88.0,86.0,0.025227689929202667,0.6541401297497683,33.96839098394855
48,+,Mark Gerstein,"Professor of Biomedical Informatics, Yale University",yale.edu,42147.0,id_YvjuUugAAAAJ,182.0,34.0,91.0,74.0,0.02517988000286281,0.6679518072289157,34.65658436158893
49,+,Mark Halpern,"Prof.  Physics and Astronomy, UBC ",physics.ubc.ca,39519.0,id_4ZLZX6MAAAAJ,241.0,36.0,81.0,98.0,0.02494966818923357,0.6507295908910367,33.78396295401351
50,+,Frank Leymann,"Professor of Computer Science, University of Stuttgart, Germany",iaas.uni-stuttgart.de,15128.0,id_qRnegTsAAAAJ,245.0,23.0,68.0,38.0,0.02491567925181881,0.6377043558850788,33.13100175684488
51,+,Francesco Forti,"Professore di Fisica, Universita&#39; di Pisa",pi.infn.it,24687.0,id_KbIjbloAAAAJ,241.0,27.0,82.0,44.0,0.02485307383851946,0.6309295908910366,32.7891332364778
52,+,Schahram Dustdar,"Full Professor, Head of the Distributed Systems Group, Technical University of Vienna,",infosys.tuwien.ac.at,7182.0,id_0n5S6uUAAAAJ,281.0,23.0,62.0,41.0,0.0247789026273983,0.6590772408314577,34.1928071729428
53,+,Rajkumar Buyya,"Director of Cloud Computing and Distributed Systems Lab, University of Melbourne",unimelb.edu.au,18677.0,id_7xN6JqYAAAAJ,210.0,29.0,74.0,62.0,0.02465039742187073,0.6361751621872104,33.04127798045405
54,+,Richard Shine,"Professor of Biology, University of Sydney",sydney.edu.au,25185.0,id_lc5qpkUAAAAJ,230.0,20.0,56.0,31.0,0.02416233828945237,0.6634489871574211,34.380566272343664
55,+,Pim Cuijpers,professor of Clinical Psychology,vu.nl,7886.0,id_N08XHUAAAAAJ,220.0,31.0,79.0,50.0,0.02409846879630865,0.6696120746723156,34.68552717343121
56,+,Mikhail Katsnelson,"Professor of Theoretical Physics, Radboud University Nijmegen",science.ru.nl,23712.0,id_MGcJlikAAAAJ,192.0,32.0,77.0,76.0,0.02399119794111935,0.661788719714021,34.28899588275701
57,+,Robert Heath,"Professor, University of Texas at Austin",ece.utexas.edu,14280.0,id_17Ko8Q0AAAAJ,235.0,28.0,61.0,50.0,0.023729719899053783,0.6372674433999735,33.049858164951374
58,-,Jean-Luc Starck,CEA,,15318.0,id_IAaAiXgAAAAJ,181.0,43.0,81.0,81.0,0.023726430081981102,0.6679081159804052,34.581727303119315
59,+,remuzzi g*,Istituto di Ricerche Farmacologiche Mario Negri ,marionegri.it,52745.0,id_LYz-mFwAAAAJ,229.0,28.0,66.0,56.0,0.0237158237766491,0.6502052959089104,33.696055984277976
60,+,Goncalo Abecasis,University of Michigan School of Public Health,umich.edu,35617.0,id_t53jWtYAAAAJ,119.0,43.0,80.0,109.0,0.02370925234236785,0.6453992585727525,33.45542554575601
61,+,Jean-Paul Kneib,"Directeur de Recherche CNRS, Laboratoire d&#39;Astrophysique de Marseille",oamp.fr,18441.0,id_EDaYupAAAAAJ,215.0,34.0,81.0,53.0,0.023660586862323613,0.656193618429763,33.99271026460433
62,+,Yingdan Wang,McGill University,mcgill.ca,7304.0,id_NbyVHb0AAAAJ,383.0,20.0,53.0,30.0,0.02358021221539377,0.6635337481795313,34.35569801974625
63,+,Riccardo de Sangro,INFN,slac.stanford.edu,19467.0,id_IZgjMzQAAAAJ,229.0,26.0,80.0,42.0,0.02350371422621656,0.6304052959089104,32.695450506756345
64,+,Horst Bischof,Computer Science Graz University of Technology,icg.tugraz.at,7445.0,id__pq05Q4AAAAJ,236.0,24.0,58.0,44.0,0.02346500504657579,0.643911134648484,33.368806984752986
65,+,Dr. HB Kekre,"Sr. Professor, Computer Engg. Dept., MPSTME, NMIMS Deemed to be University",nmims.edu,2754.0,id_oiVHiwcAAAAJ,261.0,31.0,62.0,43.0,0.02342628217356874,0.6846034158612473,35.4014849017408
66,+,nicholson jk,"Professor of Biological Chemistry, Imperial College London",imperial.ac.uk,34234.0,id_wp-bBSYAAAAJ,167.0,30.0,73.0,55.0,0.02282069682816352,0.6474964385012578,33.515856766471074
67,+,Joshua S. Bloom,"Associate Professor of Astronomy, UC Berkeley",astro.berkeley.edu,16687.0,id_fHkUYk0AAAAJ,407.0,29.0,75.0,48.0,0.022710834849091463,0.664582338143784,34.36465864964377
68,+,Boris Malomed,Tel Aviv University,post.tau.ac.il,18209.0,id_-zgxVEUAAAAJ,283.0,19.0,58.0,32.0,0.022678569734409758,0.6591646233284788,34.09215965314443
69,+,Yonggang Huang,Joseph Cummings Professor of Civil and Environmental Engineering and Mechanical  &hellip;,northwestern.edu,12879.0,id_9gk_tZUAAAAJ,219.0,26.0,69.0,47.0,0.022619424350655143,0.6365683834238052,32.959390388723016
70,+,Wim Hennink,"Professor, Department of Pharmaceutics, Utrecht University, The Netherlands",uu.nl,14808.0,id_SRhkfscAAAAJ,195.0,27.0,70.0,47.0,0.022520402641540174,0.6487197934595524,33.56200980505463
71,+,Giuseppe Biondi-Zoccai,Sapienza University of Rome,uniroma1.it,7017.0,id_Y9HjW5oAAAAJ,257.0,27.0,65.0,39.0,0.022496260440475747,0.6514286508672051,33.69624556538404
72,+,Robin Wood,robin.wood@hiv-research.org.za,hiv-research.org.za,9769.0,id_gSRMRzQAAAAJ,215.0,30.0,69.0,46.0,0.02244996380066093,0.6627936184297629,34.2621791115212
73,+,Kamyar Kalantar-Zadeh,University of California,ucla.edu,10845.0,id_2yH855QAAAAJ,229.0,30.0,78.0,48.0,0.02224293863922331,0.6766052959089104,34.94241172740669
74,+,Kamyar Kalantar-Zadeh,Professor of Medicine,ucla.edu,10824.0,id_kYonxxoAAAAJ,229.0,30.0,78.0,48.0,0.02224293863922331,0.6766052959089104,34.94241172740669
75,+,Mustafa Soylak,"Professor of Chemistry, Erciyes Universitesi",erciyes.edu.tr,7668.0,id_agOlmzcAAAAJ,159.0,28.0,81.0,38.0,0.022156317614457098,0.6339469085131736,32.80516130638153
76,+,Xue Liu,"Associate Professor, School of Computer Science, McGill University",cs.mcgill.ca,4450.0,id_rfLIRakAAAAJ,315.0,21.0,46.0,33.0,0.02215186777818401,0.6407627432808156,33.145730552949985
77,+,Franco Nori,"Advanced Science Institute, RIKEN, Japan, and Univ. of Michigan, USA",riken.jp,11923.0,id_SRUYLREAAAAJ,248.0,24.0,66.0,36.0,0.02156143951209209,0.6642354296306104,34.28984345713513
78,+,Jurgen Rehm,"Director, Centre for Addiction and Mental Health",camh.net,12665.0,id_p5FrCV0AAAAJ,278.0,25.0,58.0,44.0,0.021534787925097425,0.6721461670859261,34.68404775055118
79,+,Philip S. Yu,"Professor of Computer Science, University of Illinons at Chicago",cs.uic.edu,38806.0,id_D0lL1r0AAAAJ,268.0,24.0,55.0,51.0,0.021492490058833368,0.6453092546008209,33.34008723298271
80,+,Wayne Hall,"Professor, University of Queensland",uq.edu.au,22166.0,id_2iChS8UAAAAJ,337.0,19.0,51.0,29.0,0.021150440248224118,0.7011239507480472,36.113719549813574
81,+,George Perry,"Professor of Biology, University of Texas at San Antonio",utsa.edu,39982.0,id_ySklo5EAAAAJ,225.0,29.0,70.0,53.0,0.02101177151235216,0.6500305309148683,33.55211512136102
82,+,Mohammad Abdollahi,Professor at TUMS,tums.ac.ir,6058.0,id_jkclnU8AAAAJ,277.0,21.0,52.0,31.0,0.02089362676121971,0.6655024758374156,34.319805129931765
83,+,H. Eugene Stanley,"Professor of Physics, Boston University",bu.edu,77444.0,id_1fatN9EAAAAJ,205.0,25.0,70.0,39.0,0.02085742367177277,0.6623567059446578,34.16070648082153
84,+,Eugene Koonin,"Senior Investigator, NCBI, NIH",ncbi.nlm.nih.gov,82578.0,id_F4P3ghEAAAAJ,153.0,30.0,75.0,49.0,0.02080907987143851,0.6402847610221104,33.054692044677445
85,+,Shrikanth (Shri) Narayanan,"Andrew J Viterbi Professor of Engineering, University of Southern California",sipi.usc.edu,7358.0,id_8EDHmYkAAAAJ,270.0,18.0,45.0,29.0,0.020786654632274287,0.6519966370978421,33.63916458650581
86,+,Francisco Herrera,"Professor of Computer Science and Artificial Intelligence, Granada University",decsai.ugr.es,19804.0,id_HULIk-QAAAAJ,188.0,28.0,59.0,49.0,0.020551662234762826,0.6616139547199789,34.108280847737085
87,+,Pascal Fortin,"Physicist, Laboratoire Leprince-Ringuet, CNRS",llr.in2p3.fr,5137.0,id_NTY8RY8AAAAJ,137.0,38.0,74.0,66.0,0.020531942869308012,0.659385701045942,33.9958821957625
88,+,Julia Velkovska,Vanderbilt University,vanderbilt.edu,14523.0,id_kkJMCHEAAAAJ,179.0,30.0,69.0,55.0,0.020295629863655226,0.7206207334833842,37.04581816735197
89,+,Yimin Zhang,Intel Labs China,intel.com,6182.0,id_KCurmvwAAAAJ,226.0,19.0,55.0,31.0,0.020259497714419584,0.6368742221633787,32.856685993889926
90,+,Salvatore Cuzzocrea,Professore di Farmacologia Universitï¿½ di Messina,unime.it,18794.0,id_6R5HpJ4AAAAJ,182.0,19.0,54.0,26.0,0.02021962056787377,0.6481518072289157,33.41857138983947
91,+,Yang Wang,"Research Scientist, Siemens Corporate Research",cs.cmu.edu,3773.0,id_MVgfQZUAAAAJ,234.0,15.0,30.0,23.0,0.02007424212334829,0.643823752151463,33.19489971374057
92,+,Xiang-Yang Li,"Professor of Computer Science, IIT",cs.iit.edu,7706.0,id_JURtNb0AAAAJ,245.0,20.0,46.0,32.0,0.019919749166733718,0.6509043558850788,33.54120525259062
93,+,Klaus Schulten,"Professor of Physics, University of Illinois at Urbana-Champaign",ks.uiuc.edu,49604.0,id_k7vghtEAAAAJ,167.0,29.0,66.0,44.0,0.01988475344727371,0.6606964385012578,34.029059597426574
94,+,"Ormel, Johan (Hans)",,umcg.nl,21532.0,id_GMREZbsAAAAJ,186.0,24.0,67.0,39.0,0.019862774302502613,0.6681265722229578,34.39946732627302
95,+,De Baets Bernard,Ghent University,ugent.be,5949.0,id_-iWALUsAAAAJ,317.0,16.0,41.0,21.0,0.01986077202553909,0.6606501257778367,34.02554489016879
96,+,David B. Goldstein,Professor of Genetics Duke University,duke.edu,21394.0,id_RmosgOcAAAAJ,134.0,35.0,65.0,96.0,0.01981891999797698,0.6658546273004105,34.28367736491937
97,+,Bruce E Logan,"Professor of environmental engineering, Penn State",psu.edu,19703.0,id_hUOWXkwAAAAJ,157.0,29.0,68.0,50.0,0.0198177760456514,0.6668595260161525,34.3338651030902
98,+,Aziz Sheikh,"Professor, The University of Edinburgh",ed.ac.uk,7618.0,id_BWpmAZcAAAAJ,239.0,22.0,57.0,39.0,0.019528964360583226,0.6704422083940157,34.49855863772995
99,+,Li-Chun Wang,"Professor of Electrical Engineering, National Chiao Tun University",g2.nctu.edu.tw,6862.0,id_dtD-PIAAAAAJ,292.0,17.0,37.0,42.0,0.019521255013412824,0.6529578445650734,33.623954978924324
